Title,Rating,Votes,Duration,Storyline,content
Horizon: An American Saga - Chapter 1,6.6, (45K),3h 1m,"Chronicles a multi-faceted, 15-year span of pre-and post-Civil War expansion and settlement of the American west.",horizon american saga chapter chronicle multifaceted span preand postcivil war expansion settlement american west
The Fall Guy,6.8, (266K),2h 6m,"A stuntman, fresh off an almost career-ending accident, has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",fall guy stuntman fresh almost careerending accident track missing movie star solve conspiracy try win back love life still day job
Juror #2,7.0, (127K),1h 54m,"While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer.",juror serving juror highprofile murder trial family man find struggling serious moral dilemma one could use sway jury verdict potentially convict free wrong killer
Twisters,6.5, (197K),2h 2m,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies.",twister kate carter retired tornadochaser meteorologist persuaded return oklahoma work new team new technology
The Wild Robot,8.2, (227K),1h 42m,A sentient robot stranded on an uninhabited island raises an orphaned gosling while trying to fit in with the local wildlife.,wild robot sentient robot stranded uninhabited island raise orphaned gosling trying fit local wildlife
Challengers,7.0, (180K),2h 11m,"Tashi, a former tennis prodigy-turned-coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend--Tashi's ex-boyfriend.",challenger tashi former tennis prodigyturnedcoach transformed husband champion overcome recent losing streak redeem need face former best friendtashis exboyfriend
Despicable Me 4,6.2, (81K),1h 34m,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",despicable gru lucy margo edith agnes welcome new member family gru jr intent tormenting dad gru face new nemesis maxime le mal girlfriend valentina family forced go run
Eden,6.5, (46K),2h 9m,"Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other.",eden based factual account group outsider settle remote island discover greatest threat brutal climate deadly wildlife
Sonic the Hedgehog 3,6.9, (81K),1h 50m,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.",sonic hedgehog sonic knuckle tail reunite powerful new adversary shadow mysterious villain power unlike anything faced ability outmatched team sonic must seek unlikely alliance
Smile 2,6.7, (145K),2h 7m,"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",smile embark world tour global pop sensation skye riley begin experiencing increasingly terrifying inexplicable event overwhelmed escalating horror pressure fame skye forced face past
Trap,5.8, (167K),1h 45m,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,trap father teen daughter attend pop concert realize entered center dark sinister event
The Brutalist,7.2, (152K),3h 36m,A visionary architect flees post-war Europe in 1947 for a brighter future in the United States and finds his life forever changed by a wealthy client.,brutalist visionary architect flees postwar europe brighter future united state find life forever changed wealthy client
Blink Twice,6.5, (131K),1h 42m,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. As strange things start to happen, Frida questions her reality.",blink twice tech billionaire slater king meet cocktail waitress frida fundraising gala invite join friend dream vacation private island strange thing start happen frida question reality
The Beekeeper,6.3, (181K),1h 45m,A former operative of a powerful organization embarks on a brutal campaign for vengeance.,beekeeper former operative powerful organization embarks brutal campaign vengeance
Wicked,7.3, (245K),2h 40m,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.",wicked elphaba young woman ridiculed green skin galinda popular girl become friend shiz university land oz encounter wonderful wizard oz friendship reach crossroad
Ghostbusters: Frozen Empire,6.1, (106K),1h 55m,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",ghostbusters frozen empire discovery ancient artifact unleashes evil force ghostbusters new old must join force protect home save world second ice age
Abigail,6.5, (121K),1h 49m,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.",abigail group criminal kidnap ballerina daughter powerful underworld figure retreat isolated mansion unaware locked inside normal little girl
Alien: Romulus,7.1, (289K),1h 59m,"While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.",alien romulus scavenging deep end derelict space station group young space colonist come face face terrifying life form universe
Nosferatu,7.1, (268K),2h 12m,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",nosferatu gothic tale obsession haunted young woman terrifying vampire infatuated causing untold horror wake
A Different Man,6.9, (38K),1h 52m,"An aspiring actor undergoes a radical medical procedure to drastically transform his appearance, but his new dream face quickly turns into a nightmare.",different man aspiring actor undergoes radical medical procedure drastically transform appearance new dream face quickly turn nightmare
Road House,6.2, (187K),2h 1m,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",road house exufc fighter dalton take job bouncer florida key roadhouse discover paradise seems
Vermiglio,6.9, (7.1K),1h 59m,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life.",vermiglio vermiglio remote mountain village arrival pietro deserter family local teacher love teacher eldest daughter change course everyone life
Relay,7.0, (38K),1h 52m,A broker of lucrative payoffs between corrupt corporations and the individuals who threaten them breaks his own rules when a new client seeks his protection to stay alive.,relay broker lucrative payoff corrupt corporation individual threaten break rule new client seek protection stay alive
Civil War,7.0, (270K),1h 49m,"In the midst of a U.S. civil war, four reporters make the dangerous trip to the capital to interview the president before he is overthrown.",civil war midst yous civil war four reporter make dangerous trip capital interview president overthrown
Flow,7.8, (142K),1h 25m,"Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences.",flow cat solitary animal home devastated great flood find refuge boat populated various specie team despite difference
Snack Shack,7.0, (18K),1h 52m,"Nebraska City, 1991, two best friends get the chance to run the swimming pool snack shack, that later comes to be the perfect scenario for transgression, fun, personal discovery and romance.",snack shack nebraska city two best friend get chance run swimming pool snack shack later come perfect scenario transgression fun personal discovery romance
Babygirl,5.7, (82K),1h 54m,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much-younger intern.,babygirl highpowered ceo put career family line begin torrid affair muchyounger intern
Caddo Lake,6.8, (56K),1h 43m,"When an 8-year-old girl disappears on Caddo Lake, a series of past deaths and disappearances begin to link together, altering a broken family's history.",caddo lake girl disappears caddo lake series past death disappearance begin link together altering broken family history
MaXXXine,6.2, (88K),1h 43m,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",maxxxine hollywood adult film star aspiring actress maxine minx finally get big break mysterious killer stalk starlet hollywood trail blood threatens reveal sinister past
Ordinary Angels,7.4, (21K),1h 58m,Inspired by the incredible true story of a hairdresser who single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,ordinary angel inspired incredible true story hairdresser singlehandedly rally entire community help widowed father save life critically ill young daughter
Carry-On,6.5, (195K),1h 59m,A mysterious traveler blackmails a young TSA agent into letting a dangerous package slip through security and onto a Christmas Eve flight.,carryon mysterious traveler blackmail young tsa agent letting dangerous package slip security onto christmas eve flight
Horizon: An American Saga - Chapter 2,7.0, (1.8K),3h 10m,The continuation of one story of the settlement of the American west. It follows the further adventures of characters first featured in Horizon: An American Saga.,horizon american saga chapter continuation one story settlement american west follows adventure character first featured horizon american saga
Kraven the Hunter,5.5, (83K),2h 7m,"Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",kraven hunter kravens complex relationship ruthless father nikolai kravinoff start path vengeance brutal consequence motivating become greatest hunter world also one feared
The Strangers: Chapter 1,4.7, (30K),1h 31m,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.",stranger chapter car break eerie small town young couple forced spend night remote cabin panic ensues terrorized three masked stranger strike mercy seemingly motive
Megalopolis,4.7, (42K),2h 18m,"The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loyalty divided between her father and her beloved.",megalopolis city new rome face duel cesar catilina brilliant artist favor utopian future greedy mayor franklyn cicero julia cicero loyalty divided father beloved
Upgraded,6.1, (34K),1h 44m,"Ana, an ambitious intern at an art auction house in New York City, misrepresents herself to a handsome wealthy man as the director. As their romance develops, her deception creates challenges that threaten her career and relationship.",upgraded ana ambitious intern art auction house new york city misrepresents handsome wealthy man director romance develops deception creates challenge threaten career relationship
A Real Pain,7.0, (156K),1h 30m,"Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.",real pain mismatched cousin reunite tour poland honor beloved grandmother old tension resurface backdrop family history
Joker: Folie à Deux,5.2, (184K),2h 18m,"Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.",joker folie deux struggling dual identity failed comedian arthur fleck meet love life harley quinn incarcerated arkham state hospital
Your Fault,5.3, (19K),1h 58m,"Despite their parents' efforts to separate them, Noah and Nick's love seems unbreakable. However, work and college open their lives to new relationships.",fault despite parent effort separate noah nick love seems unbreakable however work college open life new relationship
Inside Out 2,7.5, (252K),1h 36m,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",inside sequel feature riley entering puberty experiencing brand new complex emotion result riley try adapt teenage year old emotion try adapt possibility replaced
I Saw the TV Glow,5.8, (46K),1h 40m,"In late-90s suburbia, a lonely teenager meets a girl at school who introduces him to a mysterious late-night T.V. show. As time goes on, however, questions begin to arise about why the show sometimes seems more real than their own lives.",saw tv glow suburbia lonely teenager meet girl school introduces mysterious latenight tv show time go however question begin arise show sometimes seems real life
A Quiet Place: Day One,6.3, (178K),1h 39m,A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,quiet place day one young woman named sam find trapped new york city early stage invasion alien creature ultrasensitive hearing
Argylle,5.6, (101K),2h 19m,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.,argylle reclusive author writes espionage novel secret agent global spy syndicate realizes plot new book writing start mirror realworld event real time
All of You,6.3, (9.7K),1h 38m,A stirring near-futuristic romance of two best friends who harbor an unspoken love for one another even after a test matches one of them up with their supposed soulmate.,stirring nearfuturistic romance two best friend harbor unspoken love one another even test match one supposed soulmate
Transformers One,7.6, (66K),1h 44m,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",transformer one untold origin story optimus prime megatron better known sworn enemy friend bonded like brother changed fate cybertron forever
Rebel Ridge,6.8, (103K),2h 11m,A former Marine grapples his way through a web of small-town corruption when an attempt to post bail for his cousin escalates into a violent standoff with the local police chief.,rebel ridge former marine grapple way web smalltown corruption attempt post bail cousin escalates violent standoff local police chief
Kinds of Kindness,6.4, (72K),2h 44m,"A man seeks to break free from his predetermined path, a cop questions his wife's demeanor after her return from a supposed drowning, and a woman searches for an extraordinary individual prophesied to become a renowned spiritual guide.",kind kindness man seek break free predetermined path cop question wife demeanor return supposed drowning woman search extraordinary individual prophesied become renowned spiritual guide
Shelby Oaks,5.3, (15K),1h 31m,A woman's obsessive search for her missing sister leads her into a terrifying mystery at the hands of an unknown evil.,shelby oak woman obsessive search missing sister lead terrifying mystery hand unknown evil
I'm Still Here,8.1, (162K),2h 17m,A woman married to a former politician during the military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,still woman married former politician military dictatorship brazil forced reinvent chart new course family violent arbitrary act
Conclave,7.4, (275K),2h,"When Cardinal Lawrence is tasked with leading the selection of a new Pope, he finds himself in a web of conspiracy and intrigue that could shake the very foundations of the Catholic Church.",conclave cardinal lawrence tasked leading selection new pope find web conspiracy intrigue could shake foundation catholic church
The Order,6.8, (63K),1h 56m,A series of bank robberies and car heists frightens communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals but rather a group of dangerous domestic terrorists.,order series bank robbery car heist frightens community pacific northwest lone fbi agent belief crime work financially motivated criminal rather group dangerous domestic terrorist
Venom: The Last Dance,6.0, (157K),1h 50m,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.,venom last dance eddie brock venom must make devastating decision pursued mysterious military man alien monster venom home world
The Watchers,5.7, (70K),1h 42m,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",watcher young artist get stranded extensive immaculate forest western ireland finding shelter becomes trapped alongside three stranger stalked mysterious creature night
Attack on Titan: The Last Attack,9.0, (30K),2h 25m,"The fate of the world hangs in the balance as Eren unleashes the ultimate power of the Titans. With a burning determination to eliminate all who threaten Eldia, he leads an unstoppable army of Colossal Titans towards Marley.",attack titan last attack fate world hang balance eren unleashes ultimate power titan burning determination eliminate threaten eldia lead unstoppable army colossal titan towards marley
Wolfs,6.5, (105K),1h 48m,"Two rival fixers cross paths when they're both called in to help cover up a prominent New York official's misstep. Over one explosive night, they'll have to set aside their petty grievances and their egos to finish the job.",wolf two rival fixer cross path called help cover prominent new york official misstep one explosive night set aside petty grievance ego finish job
Bad Boys: Ride or Die,6.5, (114K),1h 55m,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.",bad boy ride die late police captain get linked drug cartel wisecracking miami cop mike lowrey marcus burnett embark dangerous mission clear name
Godzilla X Kong: The New Empire,6.0, (136K),1h 55m,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",godzilla x kong new empire two ancient titan godzilla kong clash epic battle human unravel intertwined origin connection skull island mystery
Tell Me What You Want,4.1, (2.6K),1h 54m,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. Eric fears his secret may end their affair.",tell want father death eric zimmerman travel spain oversee company branch madrid fall judith engage intense erotic relationship full exploration eric fear secret may end affair
Small Things Like These,6.7, (38K),1h 38m,In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,small thing like devoted father bill furlong discovers disturbing secret kept local convent uncovers shocking truth
Kung Fu Panda 4,6.3, (83K),1h 34m,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",kung fu panda po tapped become spiritual leader valley peace need find train new dragon warrior wicked sorceress plan resummon master villain po vanquished spirit realm
Land of Bad,6.6, (59K),1h 53m,A Delta Force team fights for survival as an Air Force drone pilot becomes its eyes in the sky.,land bad delta force team fight survival air force drone pilot becomes eye sky
It's What's Inside,6.6, (52K),1h 43m,"A group of friends gather for a pre-wedding party that descends into an existential nightmare when an estranged friend arrives with a mysterious game that awakens long-hidden secrets, desires and grudges.",inside group friend gather prewedding party descends existential nightmare estranged friend arrives mysterious game awakens longhidden secret desire grudge
Beetlejuice Beetlejuice,6.6, (176K),1h 45m,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",beetlejuice beetlejuice family tragedy three generation deetz family return home winter river still haunted beetlejuice lydia life turned upside teenage daughter astrid accidentally open portal afterlife
Bone Lake,5.6, (14K),1h 34m,"A couple's vacation at a secluded estate is upended when they're forced to share the mansion with a mysterious couple. A dream getaway spirals into a nightmarish maze of sex, lies, and manipulation, triggering a battle for survival.",bone lake couple vacation secluded estate upended forced share mansion mysterious couple dream getaway spiral nightmarish maze sex lie manipulation triggering battle survival
We Live in Time,7.0, (73K),1h 48m,"After an unusual encounter, a talented chef and a recent divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the test.",live time unusual encounter talented chef recent divorce fall love build home family always dreamed painful truth put love story test
K-Pops!,5.8, (405),1h 54m,"Follows a washed-up musician who jumps at the chance to capitalize on his long-lost son's stardom for his own renaissance, but learns that fatherhood is much more than stardom.",kpops follows washedup musician jump chance capitalize longlost son stardom renaissance learns fatherhood much stardom
IF,6.4, (67K),1h 44m,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,young girl go difficult experience begin see everyone imaginary friend left behind reallife friend grown
Moana 2,6.3, (126K),1h 40m,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",moana receiving unexpected call wayfinding ancestor moana must journey far sea oceania dangerous longlost water adventure unlike anything ever faced
Bring Them Down,6.4, (6.3K),1h 46m,"An Irish shepherding family thrust into battle on several fronts: internal strife, hostility within the family, rivalry with another farmer. Paternalism, heritage, and the generational trauma cycle through the cultural prism of Ireland.",bring irish shepherding family thrust battle several front internal strife hostility within family rivalry another farmer paternalism heritage generational trauma cycle cultural prism ireland
Kingdom of the Planet of the Apes,6.8, (170K),2h 25m,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",kingdom planet ape many year reign caesar young ape go journey lead question everything taught past make choice define future ape human alike
Terrifier 3,6.2, (63K),2h 5m,Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.,terrifier art clown set unleash chaos unsuspecting resident mile county peacefully drift sleep christmas eve
Damsel,6.1, (120K),1h 50m,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt.",damsel dutiful damsel agrees marry handsome prince find royal family recruited sacrifice repay ancient debt
The Count of Monte Cristo,7.6, (49K),2h 58m,"After escaping from an island prison where he spent 14 years for being wrongly accused of state treason, Edmond Dantès returns as the count of Monte Cristo to exact revenge on the men who betrayed him.",count monte cristo escaping island prison spent year wrongly accused state treason edmond dants return count monte cristo exact revenge men betrayed
Queer,6.3, (30K),2h 17m,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone.",queer mexico city american immigrant late forty lead solitary life amidst small american community however arrival young student stir man finally establishing meaningful connection someone
Immaculate,5.8, (61K),1h 29m,"Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifying secrets.",immaculate cecilia woman devout faith warmly welcomed pictureperfect italian countryside offered new role illustrious convent becomes clear cecilia new home harbor dark horrifying secret
Arthur the King,7.0, (39K),1h 47m,An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.,arthur king adventure racer adopts stray dog named arthur join epic endurance race
The Apprentice,7.1, (74K),2h 2m,"A young man took over his father's real-estate business in 1970s and '80s New York, and got the helping hand of an infamous closeted gay lawyer who helped him turn this young man into a notorious legend. Based on true events.",apprentice young man took father realestate business new york got helping hand infamous closeted gay lawyer helped turn young man notorious legend based true event
Exhuma,6.9, (29K),2h 14m,The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,exhuma process excavating ominous grave unleashes dreadful consequence buried underneath
Maharaja,8.3, (83K),2h 21m,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",maharaja barber seek vengeance home burglarized cryptically telling police lakshmi taken leaving uncertain person object quest recover elusive lakshmi unfolds
Mufasa: The Lion King,6.6, (83K),1h 58m,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",mufasa lion king mufasa cub lost alone meet sympathetic lion named taka heir royal bloodline chance meeting set motion expansive journey group misfit searching destiny
Friendship,6.6, (41K),1h 40m,A suburban dad falls hard for his charismatic new neighbor.,friendship suburban dad fall hard charismatic new neighbor
The Surfer,5.9, (21K),1h 40m,"A man returns to his childhood beach in Australia, but is forced into a fight for survival by a territorial group called the Bay Boys.",surfer man return childhood beach australia forced fight survival territorial group called bay boy
Subservience,5.4, (37K),1h 46m,"A family man buys a domestic android after his wife's hospitalization. The android develops obsessive attachment, manipulates the household, eliminates perceived rivals, and ultimately attempts to claim his wife's heart literally.",subservience family man buy domestic android wife hospitalization android develops obsessive attachment manipulates household eliminates perceived rival ultimately attempt claim wife heart literally
Mean Girls,5.5, (41K),1h 52m,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",mean girl cady heron hit plastic alist girl clique new school everything change make mistake falling aaron samuel exboyfriend alpha plastic regina george
Love Lies Bleeding,6.6, (64K),1h 44m,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family.",love lie bleeding reclusive gym manager lou fall hard jackie ambitious bodybuilder headed town vega pursuit dream love ignites violence pulling deep web lous criminal family
Madame Web,4.1, (116K),1h 56m,"Forced to confront her past, Cassandra Webb, a Manhattan paramedic that may have clairvoyant abilities, forms a relationship with three young women destined for powerful futures, if they can survive their threatening present.",madame web forced confront past cassandra webb manhattan paramedic may clairvoyant ability form relationship three young woman destined powerful future survive threatening present
AfrAId,5.2, (18K),1h 24m,The Pike family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.,afraid pike family selected test new home device digital assistant called aia aia learns family behavior begin anticipate need make sure nothing one get family way
Salem's Lot,5.6, (42K),1h 54m,"An author returns to his hometown of Jerusalem's Lot in search of inspiration for his next book, only to discover that the townspeople are being attacked by a bloodthirsty vampire.",salem lot author return hometown jerusalem lot search inspiration next book discover townspeople attacked bloodthirsty vampire
The Killer,5.7, (18K),2h 6m,"After being betrayed by her master, a disillusioned assassin takes one final shot with the intention of using the money to help a musician she accidentally blinded regain vision.",killer betrayed master disillusioned assassin take one final shot intention using money help musician accidentally blinded regain vision
Don't Move,5.8, (46K),1h 32m,"A seasoned killer injects a grieving woman with a paralytic agent. She must run, fight and hide before her body shuts down.",move seasoned killer injects grieving woman paralytic agent must run fight hide body shuts
Parthenope,6.5, (21K),2h 17m,"A woman born in the sea of Naples in 1950 searches for happiness over the long summers of her youth, falling in love with her home city and its many memorable characters.",parthenope woman born sea naples search happiness long summer youth falling love home city many memorable character
The Instigators,6.2, (44K),1h 41m,Follows two robbers who must go on the run with the help of one of their therapists after a theft doesn't go as planned.,instigator follows two robber must go run help one therapist theft go planned
A Nice Indian Boy,7.3, (8.1K),1h 36m,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams.",nice indian boy naveen brings fianc jay home meet traditional indian family must contend accepting whiteorphanartist boyfriend helping plan indian wedding dream
Sidelined: The QB and Me,5.8, (6.4K),1h 39m,A headstrong dancer and a cocky quarterback fight against their feelings for each other as their post-grad future threatens to keep them apart.,sidelined qb headstrong dancer cocky quarterback fight feeling postgrad future threatens keep apart
Nightbitch,5.5, (25K),1h 39m,"A woman pauses her career to be a stay-at-home mom, but soon her domesticity takes a surreal turn.",nightbitch woman pause career stayathome mom soon domesticity take surreal turn
Fly Me to the Moon,6.6, (59K),2h 12m,"Marketing maven Kelly Jones wreaks havoc on NASA launch director Cole Davis's already difficult task. When the White House deems the mission too important to fail, the countdown truly begins.",fly moon marketing maven kelly jones wreaks havoc nasa launch director cole davis already difficult task white house deems mission important fail countdown truly begin
Cuckoo,5.7, (35K),1h 42m,A 17-year-old is forced to move with her family to a resort where things are not what they seem.,cuckoo forced move family resort thing seem
Strange Harvest,6.3, (6.7K),1h 34m,"Detectives are thrust into a chilling hunt for ""Mr. Shiny""-a sadistic serial killer from the past whose return marks the beginning of a new wave of grotesque, otherworldly crimes tied to a dark cosmic force.",strange harvest detective thrust chilling hunt mr shinya sadistic serial killer past whose return mark beginning new wave grotesque otherworldly crime tied dark cosmic force
Thelma,7.0, (29K),1h 38m,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",thelma thelma post get duped phone scammer pretending grandson set treacherous quest across city reclaim taken
Arcadian,5.5, (28K),1h 32m,A father and his twin teenage sons fight to survive in a remote farmhouse at the end of the world.,arcadian father twin teenage son fight survive remote farmhouse end world
Spaceman,5.7, (48K),1h 47m,"Half a year into his solo mission on the edge of the solar system, an astronaut concerned with the state of his life back on Earth is helped by an ancient creature he discovers in the bowels of his ship.",spaceman half year solo mission edge solar system astronaut concerned state life back earth helped ancient creature discovers bowel ship
Spacewoman,8.5, (73),1h 35m,"Explores achievements of Eileen Collins, the first woman to pilot and command a spacecraft, paving the way for the next generation of female space explorers.",spacewoman explores achievement eileen collins first woman pilot command spacecraft paving way next generation female space explorer
The Lord of the Rings: The War of the Rohirrim,6.3, (41K),2h 14m,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",lord ring war rohirrim sudden attack wulf clever traitorous lord rohan seeking vengeance death father force helm hammerhand king rohan people make daring last stand ancient stronghold hornburg
Greedy People,6.2, (15K),1h 52m,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,greedy people follows resident small island town must navigate sensational murder discovery million dollar series increasingly bad decision upend peaceful community
Mahavatar Narsimha,8.5, (48K),2h 10m,The demon Hiranyakashyap seeks revenge on Vishnu and declares himself a god. His son Prahlad remains devoted to Vishnu. Vishnu manifests as Narsimha to defeat the demon and restore balance.,mahavatar narsimha demon hiranyakashyap seek revenge vishnu declares god son prahlad remains devoted vishnu vishnu manifest narsimha defeat demon restore balance
Presence,6.1, (44K),1h 24m,A family becomes convinced they are not alone after moving into their new home in the suburbs.,presence family becomes convinced alone moving new home suburb
Sleeping Dogs,6.2, (27K),1h 50m,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past.",sleeping dog exhomicide detective memory loss forced solve brutal murder uncover chilling secret forgotten past
Here,6.3, (28K),1h 44m,"A generational story about families and the special place they inhabit, sharing in love, loss, laughter, and life.",generational story family special place inhabit sharing love loss laughter life
The Return,6.3, (15K),1h 56m,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength.",return year odysseus finally return ithaca find wife held prisoner suitor vying king son facing death hand win back family lost odysseus must rediscover strength
Borderlands,4.7, (59K),1h 41m,"An infamous bounty hunter returns to her childhood home, the chaotic planet Pandora, and forms an unlikely alliance with a team of misfits to find the missing daughter of the most powerful man in the universe.",borderland infamous bounty hunter return childhood home chaotic planet pandora form unlikely alliance team misfit find missing daughter powerful man universe
