Title,Rating,Votes,Duration,Storyline
167. Handsome Guys,6.5, (2K),1h 41m,"Self-proclaimed tough guys 'Jae-pil' and 'Sang-gu' move into their dream European-style house. When unwanted visitors arrive, awakening an evil spirit hitherto sealed in the basement, a dark aura begins to envelop the house."
168. The Seed of the Sacred Fig,7.5, (20K),2h 47m,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties."
169. The Union,5.5, (59K),1h 47m,"Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission."
170. Emilia Pérez,5.3, (127K),2h 12m,"It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self."
171. The Last Showgirl,6.5, (22K),1h 28m,A seasoned showgirl must plan for her future when her show abruptly closes after a 30-year run.
172. Emmanuelle,4.1, (3.3K),1h 47m,"In search of a lost pleasure, Emmanuelle travels alone to Hong Kong on a business mission. In the vibrant and sensual global city, she indulges in intense encounters and new experiences."
173. Mothers' Instinct,6.3, (25K),1h 34m,"Alice and Celine live a traditional lifestyle with successful husbands and sons of the same age. Life's perfect harmony is suddenly shattered after a tragic accident. Guilt, suspicion and paranoia combine to unravel their sisterly bond."
174. The Six Triple Eight,6.7, (32K),2h 7m,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time."
175. Rebel Moon - Part Two: The Scargiver,5.3, (64K),2h 2m,"Kora and surviving warriors prepare to defend Veldt, their new home, alongside its people against the Realm. The warriors face their pasts, revealing their motivations before the Realm's forces arrive to crush the growing rebellion."
176. Rich Flu,4.9, (8K),1h 46m,"As Laura's career peaks, a deadly virus targets the rich. As panic erupts and society turns on the 1%, she must fight to protect her family in a world where wealth becomes a death sentence."
177. The Crow,4.7, (42K),1h 51m,"Soulmates Eric and Shelly are brutally murdered. Given a chance to save the love of his life, Eric must sacrifice himself and traverse the worlds of the living and the dead, seeking revenge."
178. Jackpot!,5.8, (35K),1h 46m,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot."
179. The Killer's Game,5.8, (21K),1h 44m,"When a hitman is diagnosed with a terminal illness, he decides to take a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues."
180. Unsung Hero,7.0, (6K),1h 53m,A mother's faith stands against all odds and inspires her husband and children to hold onto theirs. Based on a remarkable true story.
181. Shell,4.9, (4.3K),1h 40m,"Desperate to reclaim her career, once-beloved actress Samantha Lake is drawn into the glamorous world of wellness mogul Zoe Shannon -only to uncover a monstrous truth beneath its flawless surface."
182. How to Make Millions Before Grandma Dies,7.9, (22K),2h 5m,"A man, driven by his desire for a multi-million dollar inheritance, begins to care for his terminally ill grandmother. However, winning her favor will not be an easy task and he is not the only one with an eye on the money."
183. The Girl with the Needle,7.5, (20K),2h 3m,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
184. River of Blood,4.6, (3.3K),1h 26m,Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.
185. The First Omen,6.5, (72K),1h 59m,"A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
186. The Garfield Movie,5.7, (28K),1h 41m,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist."
187. The Outrun,6.9, (23K),1h 58m,"After living life on the edge in London, Rona attempts to come to terms with her troubled past. Hoping to heal, she returns to the wild beauty of Scotland's Orkney Islands where she grew up."
188. Good One,6.7, (4.1K),1h 29m,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend."
189. MadS,6.3, (12K),1h 29m,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn."
190. Bramayugam,7.7, (18K),2h 19m,"Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to him discovering an ancient traditional mansion altering his destiny."
191. Rob Peace,6.5, (3.1K),2h,"Based on a true story, a brilliant young man puts his bright future at risk to help his father."
192. Empire Waist,6.3, (699),1h 37m,Follows a group of teens learning to love their bodies through inclusive fashion design and friendship.
193. Azrael,5.3, (15K),1h 26m,"In a world where no one speaks, a devout female-led community hunts down a young woman who has escaped imprisonment. Recaptured, Azrael is due to be sacrificed to an ancient evil in the wilderness, but fights for her own survival."
194. The Prosecutor,6.5, (4.6K),1h 57m,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces."
195. A Family Affair,5.4, (40K),1h 51m,"A surprising romance kicks off comic consequences for a young woman, her mother, and her movie-star boss as they face the complications of love, sex, and identity."
196. Maria,6.4, (25K),2h 4m,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity."
197. Unstoppable,6.8, (5.4K),1h 56m,"Centers around the life of wrestler Anthony Robles, who was born with one leg and won a national championship in 2011 while competing at Arizona State University."
198. The Room Next Door,6.8, (28K),1h 47m,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. After years of being out of touch, they meet again in an extreme but strangely sweet situation."
199. Barron's Cove,6.1, (2.3K),1h 56m,"After his son is killed, a father abducts the child responsible, hellbent on revenge."
200. Blitz,6.2, (19K),2h,The stories of a group of Londoners during the German bombing campaign of the British capital during World War II.
201. Apartment 7A,5.9, (21K),1h 47m,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame."
202. Lift,5.6, (53K),1h 47m,A female master thief and her ex-boyfriend who works for the FBI team up to steal $100M worth of gold bullion being transported on a 777 passenger flight from London to Zurich.
203. Fly,7.2, (752),1h 50m,"Over seven years, three couples involved in the extreme sport of BASE jumping test the limits of love and life itself. Risking everything for the thrill of the jump, their dedication is put to the ultimate test."
204. The Wonderful Story of Henry Sugar and Three More,7.1, (13K),1h 28m,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.
205. Solo Leveling: ReAwakening,8.7, (17K),2h 1m,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate."
206. Kishkindha Kaandam,8.0, (17K),2h 13m,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances."
207. Back to Black,6.3, (31K),2h 2m,"The life and music of singer Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time."
208. Role Play,5.5, (21K),1h 40m,"Emma has a wonderful husband and two kids in the suburbs of New Jersey. She also has a secret life as an assassin for hire, a secret that her husband Dave discovers when the couple decide to spice up their marriage with a little role play."
